"","Depth","2018_08","2019_05","2021_08","2019_10","2020_02","2021_02"
"252",31.9115,-23.4383747456178,3.65682076357312,2.70991573503325,3.00595832471153,3.11844217457951,3.75489006507011
"253",32.038,-17.2853210115854,3.48799946584058,2.67561467779809,2.96391479339429,3.06922972727286,3.69257967423578
"254",32.1645,-13.6848664492201,3.3564289728896,2.62454478835355,2.92255191736027,3.01985392910947,3.63025811219496
"255",32.291,-12.0309292395475,3.28574158111451,2.61816561997518,2.88919242612062,3.03453616383318,3.61364667870976
"256",32.4175,-15.9868590795764,3.30898761921949,2.66401674663502,2.85828851885198,3.05125613369768,3.59848931946084
"257",32.544,-43.4599973566213,3.50157206822763,2.56524656338978,2.83357458917619,3.04327964453937,3.57961317477451
"258",32.6705,-49.0488952172407,3.51297008789207,2.59620653263338,2.81086139493575,3.03426565998554,3.56058080434081
"259",32.7969,-21.1683592145176,3.31619224363307,2.67654509899654,2.79071389740784,2.96728329146462,3.49677332530938
"260",32.9234,-29.5291285683598,3.23589297702633,2.5771392845979,2.77141840533826,2.89720434462693,3.43056398173116
"261",33.0499,-157.395220924282,3.23776295742795,2.47225212208786,2.73288808562502,2.80907759211603,3.33234051316073
"262",33.1764,43.2262056900739,3.18232046574859,2.39931625701641,2.68745719401815,2.71979723722399,3.23207072541501
"263",33.3029,112.789940430378,3.00499385556625,2.38023204133627,2.62445654156433,2.67966043348063,3.14797418111578
"264",33.4294,66.7967108226395,2.85618981573961,2.34119346524528,2.55484094106586,2.64319791393531,3.06508685127984
"265",33.5559,23.8690972496578,2.81539522319474,2.32100556916587,2.51846307243748,2.76469898516584,3.10548656336727
"266",33.6824,19.1271901232952,2.83106073558899,2.40606046834619,2.49520439676334,2.89975916290073,3.15646885416057
"267",33.8089,193.609253536468,3.03670105937357,2.6308234286842,2.55247011943236,3.1532700792651,3.36565487262024
"268",33.9354,-31.7930632896811,3.60378247375902,2.92945964792789,2.64302525817619,3.41828705176694,3.59020846913597
"269",34.0619,-18.0094955931039,4.21701993643793,3.14236815096547,2.82703663465028,3.63035395379246,3.85782106098278
"270",34.1883,-10.8155696845576,4.39086947759057,3.45661366027049,3.05130125794296,3.83650332935628,4.12989790734934
"271",34.3148,-8.99057491871344,4.51733812180346,3.61423258397979,3.28979548507327,3.92858551274932,4.29965024221221
"272",34.4413,-13.7465171738755,4.7445906077979,3.43259405787988,3.53466972464161,4.00679398244619,4.45694872298134
"273",34.5678,-17.0345707854682,4.61302560826934,3.42820603903142,3.66339496315377,3.9202539036198,4.44506094495083
"274",34.6943,-14.8799915195445,4.43695619899982,3.42738670357646,3.73702388065209,3.81171782682748,4.4105846789623
"275",34.8208,-11.4133957838247,4.40080101248484,3.33524058904366,3.6946576284196,3.5610451922161,4.19009070398315
"276",34.9473,-15.7626703288458,4.19236485566439,3.05973697282904,3.59484223184053,3.28964430958944,3.94246914644287
"277",35.0738,-123.353158552755,3.44603523913937,2.71178604604486,3.38241580284277,2.9901761891606,3.60465082048991
"278",35.2003,14.2612994451251,2.83235196343484,2.36520063201717,3.11179350457348,2.6862615191532,3.25254307976095
"279",35.3268,9.79690178882098,2.58055438578009,2.1853749596674,2.85605649733755,2.53056310917274,3.04540640603696
"280",35.4532,10.1634966525103,2.58229112727952,2.16165050407484,2.60853743371228,2.40035660705897,2.86324685273171
"281",35.5797,12.961175387944,2.70689675000061,2.18488542514139,2.4586121681509,2.39027483709167,2.83377290692999
"282",35.7062,15.9024721875507,2.83255275659668,2.24636526510953,2.36380688623501,2.40250337006409,2.8326591155544
"283",35.8327,18.9451852631929,2.90691525468358,2.27148642189921,2.3377937310609,2.44993763388425,2.87726376905361
"284",35.9592,22.9921281701942,2.92654050987954,2.30385315225189,2.3521754508117,2.50437967351295,2.93096877650894
